STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,GEO_AREA,Geographical area,AGE,Age,SEX,Sex,EDUCATION_LEVEL,Education level,INCOME_GROUP,Income group,EMP_STATUS,Employment status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7_HH,V7 Breakdowns households
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,DNK,Denmark,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2017,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,DNK,Denmark,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2012,,99.6026,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,DNK,Denmark,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2013,,99.6646,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,DNK,Denmark,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2014,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,DNK,Denmark,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2015,,99.7967,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,DNK,Denmark,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2018,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,DNK,Denmark,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2019,,98.9506,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2018,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2019,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2020,,99.2708,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2021,,99.0065,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2022,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2012,,98.4068,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2013,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2014,,99.0622,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2015,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,SVN,Slovenia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2016,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,PRT,Portugal,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2022,,99.813,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,PRT,Portugal,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2012,,99.4766,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,IRL,Ireland,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2018,,99.709,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,IRL,Ireland,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2019,,99.8539,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,IRL,Ireland,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2014,,99.1806,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,IRL,Ireland,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2016,,98.6112,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,IRL,Ireland,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2012,,97.3841,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2018,,99.3972,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2019,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2020,,97.3236,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2021,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2022,,99.5105,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2016,,100,,B,Time series break,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2012,,99.6794,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2013,,99.6119,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2014,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,LVA,Latvia,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2015,,99.1127,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2018,,99.3753,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2019,,99.5828,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2020,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2021,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2022,,99.5474,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2012,,96.9311,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2013,,99.221,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2014,,98.9507,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2015,,98.2456,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,ESP,Spain,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2016,,99.4138,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2013,,98.6216,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2014,,99.3103,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2015,,98.1702,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2016,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2017,,99.4128,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2021,,99.4085,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2022,,98.6627,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2020,,99.2178,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2018,,98.5709,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,HUN,Hungary,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2019,,99.3197,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2021,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2022,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2017,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2018,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2019,,99.0157,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2012,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2013,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2014,,100,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),ICT Access and Usage by Individuals,I,NOR,Norway,A,Annual,C5B_I,Individuals using the Internet - last 3 m,PT_POP,Percentage of population,_Z,Not applicable,Y16T74,From 16 to 74 years,_T,Total,_T,Total,_T,Total,STUD,Students,2015,,98.8189,,A,Normal value,,,,,0,Units,,,2,Two,STUD,Students aged 16-74
